,userid,lat,lng,center
24029,115,30.20155733,-97.66712666,0
968190,4494,32.745075,-96.4457799,15
581837,2366,32.83118613,-79.82572466,5
958636,4466,36.1078201,-115.1765013,25
749760,3221,43.71306096,-79.36224103,19
525650,2053,34.10170888,-118.3432785,48
745357,3206,32.274276300000004,-90.07313505,24
981043,4547,33.53709505,-117.17570729999998,8
512816,1972,40.78527022,-73.95120155,18
591630,2433,52.68793355,-2.285413742,45
445831,1553,33.77630984,-84.38949584,20
132746,443,36.06746947,-94.16512495,49
204477,624,38.57509542,-121.47411670000001,2
117646,392,39.04105295,-94.59473938,12
894276,3899,41.89176751,-87.60847807,14
673942,2884,41.99016372,-72.58235040000001,10
639835,2727,32.34711877,-95.30490448,15
584252,2388,32.7634076,-117.12044920000001,8
979794,4542,36.11890995,-115.17691200000002,25
423752,1457,38.48055371,-82.64399350000001,44
303870,984,51.54451003,-0.055563417000000004,1
868102,3697,30.775587800000004,-97.6266046,0
336439,1121,33.99337515,-117.35725520000001,8
924872,4195,36.12626947,-97.05540537,32
105334,350,30.26910295,-97.74939537,0
67079,237,41.57223867,-93.72984325,12
613095,2605,40.02258135,-75.21870688,47
659516,2815,47.755202399999995,-122.1490324,7
724076,3121,36.0274425,-115.09055790000001,25
897989,3934,37.94538201,-122.06207509999999,2
861734,3652,38.85527638,-77.05036348,3
760852,3243,38.54708438,-76.98526877,3
847595,3542,45.52433882,-122.67536909999998,42
647512,2760,39.31890749,-84.49731249,44
625996,2660,34.07244477,-118.35877749999999,48
725211,3126,34.06046368,-117.5872278,48
377879,1288,43.08524946,-88.06631331,14
125159,414,35.106232,-106.606163,38
300318,975,42.34553272,-87.89619327,14
111598,374,38.97506011,-94.59517058,12
749602,3221,43.7775393,-79.34376597,19
1036939,4785,51.54327965,-0.11545496699999999,1
72877,245,44.9179405,-93.19748819,23
868357,3697,32.81389731,-96.78818415,15
735519,3158,39.24812858,-77.2699423,3
192745,583,45.63927233,-123.94205149999999,42
977324,4533,39.71701407,-86.29774999,44
1040434,4793,42.52033578,-70.90518236,10
267806,847,42.98976935,-87.94877529,14
5350,22,40.77069252,-73.91688145,18
439002,1520,34.84338569,-90.32799196,33
778260,3299,32.96590197,-96.97767143,15
864789,3675,41.38916615,-70.51167984,10
846989,3541,37.79821912,-122.4113483,2
463012,1660,33.20985977,-87.54633665,43
657546,2810,32.83804152,-96.77593383,15
1060,2,34.1134723,-118.2656842,48
347949,1174,37.78388938,-122.4072199,2
956981,4435,40.67896295,-74.10135602,18
110880,372,36.17476079,-115.29225729999999,25
33705,139,47.61407682,-122.3410472,7
67293,237,41.56960963,-93.8045311,12
737343,3165,29.65055866,-82.32405961,26
783903,3328,30.26780605,-97.74154185,0
722497,3118,35.51601111,-97.61725903,32
244433,755,39.21636333,-76.85990342,3
907473,4009,33.86329818,-118.3895756,48
275111,869,44.88650501,-93.27828705,23
328194,1098,27.6700828,-97.35304205,29
257671,816,38.90735865,-121.0826746,2
190676,578,40.78054143,-73.96682739,18
338776,1137,28.04982124,-82.73629709999999,26
158944,497,37.79488532,-122.3927071,2
909296,4045,8.36509472,-80.13099092,17
835411,3476,32.75705769,-97.33078487,15
28000,125,32.81616776,-96.78834,15
924738,4195,39.24997235,-94.66348655,12
59916,217,37.776222,-122.432911,2
870819,3704,30.26529449,-97.73854852,0
891576,3869,30.25890995,-97.80345205,0
746130,3206,33.51712688,-86.80803572,43
1030178,4764,30.28629015,-97.72658587,0
752610,3227,35.79100013,-78.71546924,28
745575,3206,30.25853898,-97.75969505,0
794597,3354,32.80422806,-96.79957021,15
312187,1010,29.64801639,-82.34372287,26
716644,3091,30.26744127,-97.74731397,0
264396,836,47.44488671,-122.3044932,7
471316,1695,32.942773100000004,-97.15632677,15
345585,1165,28.30448598,-81.45570448,26
565408,2319,30.26429772,-97.73298025,0
462741,1660,33.48402792,-86.77353853,43
58452,211,32.93947238,-97.10804688,15
267459,847,42.996926200000004,-88.04984093,14
95098,332,36.14491755,-115.2442419,25
659318,2814,32.87052453,-96.93931205,15
42112,170,33.62995479,-117.910904,48
434463,1500,40.73940274,-73.98996705,18
831649,3463,37.778881299999995,-122.3938429,2
804693,3384,47.64305523,-122.12941000000001,7
499843,1889,41.78744102,-87.74488449,14
600747,2515,33.07009211,-96.77332342,15
534209,2123,34.16488608,-118.3764078,48
294563,946,34.744247200000004,-92.2738444,33
139995,457,37.78605068,-122.4053818,2
528188,2071,40.51152862,-88.9445185,6
99131,337,30.2644049,-97.73964286,0
992591,4616,35.49380448,-97.51440872,32
1028904,4761,32.67967318,-97.12686283,15
478807,1742,39.95277978,-82.99636147,30
411366,1405,30.2651962,-97.7399586,0
381300,1304,34.00311494,-117.8492635,48
1016467,4714,41.94006562,-87.65647663,14
326584,1080,33.95079713,-84.51332522,20
904117,3988,30.16493336,-97.789886,0
462919,1660,33.50006463,-86.79305972,43
636359,2707,40.00678432,-75.7020106,47
822991,3440,36.1719292,-115.1460683,25
919826,4153,30.26797357,-97.7408291,0
134987,444,28.08172745,-80.64960693,26
561680,2300,36.06349447,-115.06378500000001,25
1022098,4738,37.4220999,-122.206099,2
729898,3139,30.08486853,-97.82234637,0
45764,176,37.7831515,-122.40165149999999,2
494823,1827,21.41863451,-157.801888,4
818524,3426,30.31302012,-97.70608198,0
241597,745,37.33410082,-121.92374380000001,2
197017,588,30.26645707,-97.74546218,0
47680,180,30.42548963,-97.7535173,0
459290,1638,40.57409478,-75.55781552,47
836966,3480,40.72525191,-73.99914735,18
35860,148,30.29208957,-97.7026391,0
943529,4319,36.10990037,-115.1703966,25
85492,291,28.082894899999996,-82.41015643,26
606044,2562,43.07742504,-87.88114696,14
321451,1061,53.53349123,-113.6176443,39
784250,3328,28.06108925,-97.04113523,29
608307,2577,30.27953549,-97.80671252,0
634950,2704,29.98665083,-90.25829113,24
400353,1378,37.9057074,-122.0673537,2
867683,3693,36.13300767,-95.94138867,32
379515,1298,38.01119493,-121.8597037,2
939209,4302,37.78779606,-122.3935932,2
7735,35,40.79354481,-73.96638829,18
347397,1174,33.84801244,-84.36240828,20
242193,751,32.86727493,-96.77392596,15
808967,3395,33.11906935,-96.70152605,15
683076,2930,32.99835378,-96.72997453,15
689789,2964,40.67737455,-73.98317763,18
893402,3888,30.26725434,-97.73944438,0
38129,158,37.41921908,-122.09375959999998,2
554867,2255,38.95233387,-77.44794846,3
144687,469,36.06650839,-115.04096509999998,25
811308,3400,40.75813963,-73.97722363,18
17597,93,33.95233270000001,-84.23535872,20
791326,3345,44.853728499999995,-93.35608595,23
781948,3313,38.12384768,-79.06475142,46
57721,211,30.27419768,-98.87135647,0
531321,2100,43.43926052,-79.67390731,19
745070,3205,31.08881005,-97.34097004,0
677488,2900,30.2665918,-97.73674607,0
88094,309,48.07532631,-122.17703459999998,7
279861,887,40.75658811,-73.98633817,18
932108,4257,33.6467969,-117.83755049999999,48
305018,984,51.53992151,-0.055682398,1
109589,363,37.76131112,-122.4259585,2
682622,2930,32.97786993,-96.76754518,15
14208,73,37.45264773,-122.18178130000001,2
163761,513,44.85464193,-93.24018716,23
209999,648,39.78694747,-86.16147995,44
556446,2265,31.58643901,-97.1064806,15
490383,1797,30.24944858,-97.75002912,0
34412,141,30.35456087,-97.75607990000002,0
7327,32,30.26009387,-97.73968032,0
661936,2822,39.98396006,-82.77185440000001,30
90593,320,49.28232213,-123.1226957,7
33826,140,38.9647333,-104.79422,9
587377,2404,34.04048323,-118.4277248,48
881588,3773,33.18223474,-97.10070848,15
552750,2247,21.58946245,-158.1032356,4
321078,1060,37.75964653,-122.42153130000001,2
148654,475,32.79775577,-97.24782729,15
303470,984,51.51816785,-0.080119958,1
193033,583,44.02341863,-71.11321449,10
757764,3236,33.75313947,-84.3720603,20
83693,284,37.79943364,-122.4011707,2
1016469,4714,41.88622945,-87.629866,14
814673,3412,28.41861638,-81.57932722,26
857062,3617,30.27127802,-97.74192205,0
153847,489,37.80175112,-122.4246222,2
827821,3448,45.10981265,-93.3945369,23
684890,2947,40.75687997,-73.98622513,18
916001,4117,30.305120600000002,-97.7436031,0
214625,662,40.72307258,-73.97963143,18
652871,2789,38.91561855,-94.36144893,12
896327,3914,30.5336336,-97.78372342,0
402886,1388,41.78801821,-87.7413834,14
670052,2867,35.84335482,-78.83761966,28
258057,819,30.20013368,-97.77645677,0
888797,3834,32.90982272,-96.86107807,15
758748,3236,40.7413882,-73.98945451,18
149486,475,32.7844578,-96.8074913,15
32494,135,38.99365247,-94.59455392,12
317675,1044,30.2646988,-97.7305547,0
599694,2506,32.74915437,-97.35559608,15
908410,4026,30.26703253,-97.73859344,0
268703,854,30.28894015,-97.72348079999999,0
354776,1198,30.35285245,-97.73732997,0
546917,2208,52.56231076,-1.761162191,45
234196,728,41.07542864,-81.51352286,30
32268,135,30.26613754,-97.73741323,0
644320,2751,34.11083863,-117.1720314,8
1030942,4767,42.34812924,-71.24753455,10
394332,1353,42.27567291,-87.90034485,14
41745,170,34.04818541,-118.2399825,48
200145,607,40.98516083,-72.30145264,18
806571,3392,41.57020361,-93.80368352,12
346043,1167,38.84863204,-77.04240918,3
955089,4425,37.78639508,-122.406043,2
864985,3675,30.26351531,-97.74016857,0
718347,3105,33.02759906,-96.88547747,15
965335,4489,37.43394853,-121.8934105,2
80873,272,47.67626739,-122.3174162,7
400350,1378,37.78496959,-122.4070287,2
572089,2355,32.7117598,-117.15646509999998,8
500123,1892,53.47731981,-2.257969379,45
150958,482,38.91576538,-94.65777953,12
869657,3700,30.07392185,-95.52271490000001,31
307564,993,26.48725245,-81.9426491,11
236303,730,30.24222023,-97.76113587,0
356921,1201,30.26962804,-97.74261307,0
212211,658,38.90076907,-77.04989791,3
381020,1304,34.10550625,-118.07462749999999,48
376360,1282,36.11347572,-115.17491340000001,25
802831,3383,41.87580025,-87.61897087,14
728274,3129,39.10044248,-94.58627701,12
503057,1921,33.81121149,-117.92082759999998,48
968481,4496,28.4319776,-81.30663872,26
788493,3340,32.887480100000005,-97.03827062,15
802460,3382,31.32258137,-89.31519985,24
719459,3106,36.07072995,-115.14251229999999,25
863939,3667,30.23678658,-97.76286274,0
731515,3155,29.426035100000004,-98.48321290000001,0
768749,3268,39.77324903,-86.01754189,44
187018,573,33.84336611,-118.3354998,48
462883,1660,33.42888536,-86.70844362,43
806753,3392,41.56082452,-93.77421158,12
531215,2100,43.54616856,-79.59283590000001,19
852786,3584,30.26043409,-97.71198928,0
422855,1452,27.94904625,-82.46236062,26
711105,3072,41.84492612,-87.93995827,14
178651,551,33.68636498,-96.58421700000001,15
4439,22,40.76166832,-73.97726409,18
688012,2962,39.87727093,-75.24167061,47
111363,373,39.9877995,-83.01069122,30
1039479,4793,42.519726899999995,-71.01086140000001,10
492866,1817,40.08802865,-75.3919816,47
926579,4210,38.97187841,-95.23538231,12
227195,703,30.41481822,-97.74696663,0
1022672,4738,36.59766813,-121.8863332,2
620055,2633,38.85333613,-94.66942549,12
34872,142,41.89943653,-87.62407017,14
145480,471,30.36726347,-97.74330031,0
847645,3542,37.78647887,-122.40356329999999,2
892901,3886,30.26351531,-97.74016857,0
1044457,4799,32.53789745,-94.73123575,15
101332,343,39.04175,-94.5915388,12
276920,878,30.21925807,-97.83552645,0
588051,2408,36.10011227,-115.1849669,25
106893,358,33.82289,-116.50748279999999,8
648239,2762,42.71638165,-88.98031816,14
953990,4405,34.02439182,-84.39408535,20
175837,540,35.97741117,-78.50976678,28
470450,1695,32.84032598,-96.71559620000001,15
826426,3446,47.52726197,-122.03355309999999,7
504,2,37.80319756,-122.2858679,2
771399,3275,39.63648846,-86.07887144,44
381968,1307,37.2416598,-121.782351,2
760813,3243,38.54708438,-76.98526877,3
69023,241,51.76237943,-1.27448225,1
564261,2314,32.89746165,-97.04034805,15
756327,3230,38.62652775,-90.4815566,6
50279,189,40.13917089,-105.12214420000001,9
759574,3239,39.86857063,-105.04073740000001,9
1014714,4702,32.3156042,-90.87953982,24
535206,2133,34.20186623,-118.5178307,48
169335,527,40.74950531,-73.99026883,18
412870,1410,29.95799278,-95.5485785,31
342020,1149,30.27111308,-97.791235,0
655754,2800,41.93661263,-87.66420901,14
522691,2040,39.94260567,-75.15915513,47
438262,1516,33.38729731,-111.96090819999999,21
28717,127,39.16975581,-94.5981431,12
531641,2100,46.44923363,-80.99332258,19
191180,578,40.74536579,-73.97731187,18
867503,3693,33.09877410000001,-96.81223129,15
895748,3910,30.264627299999997,-97.73948193,0
787447,3337,29.98779857,-95.33935547,31
516178,2001,28.11867918,-82.37973513,26
548743,2217,47.59777208,-122.32782420000001,7
206870,633,35.24688959,-91.76694274,33
421061,1440,47.68518255,-122.3370993,7
445608,1549,33.73425764,-118.27801550000001,48
878215,3759,32.95397949,-96.81134796,15
784543,3328,39.47037566,-104.8799381,9
668799,2858,26.07156718,-80.14554262,11
177867,546,40.14040187,-82.96543017,30
572059,2355,32.71721886,-117.1404469,8
704996,3021,30.267232399999997,-97.74501698,0
707511,3045,42.43918741,-76.49333431,36
247633,773,32.663527,-97.4282625,15
37591,158,41.91166842,-87.64825439,14
913660,4088,38.62853175,-90.21703343,6
391523,1351,42.34621002,-71.08467093,10
774877,3287,30.51196905,-97.68948488,0
351003,1180,32.8652102,-96.80937231,15
990472,4603,48.43045706,-123.3455336,7
36413,148,30.23376478,-97.79404879,0
68042,240,37.77994128,-122.4132299,2
397000,1359,43.65727734,-79.45527708,19
608445,2578,38.83850723,-77.08883168,3
757791,3236,40.79684646,-73.97472945,18
694030,2977,35.2537885,-82.700946,5
302621,978,35.14502438,-92.53493148,33
6558,27,31.13407689,-81.3968575,26
702535,3012,35.5657893,-97.5758625,32
726311,3128,37.32514862,-121.94579499999999,2
776797,3295,37.33774935,-121.8942976,2
649043,2765,37.78286442,-121.9733838,2
420567,1440,21.68712022,-157.9647879,4
206194,633,35.24031407,-91.71813883,33
132952,443,39.03682637,-94.58820842,12
5029,22,40.71117913,-74.00783234,18
611200,2593,33.37975665,-111.68656670000001,21
221441,687,41.81265608,-73.12352263,18
747517,3207,38.367953899999996,-75.62208831,3
295367,947,33.00405515,-96.96385565,15
774394,3285,34.02524972,-118.39433970000002,48
195232,586,37.76488462,-122.4226027,2
807183,3394,35.29910445,-120.6645799,48
221504,687,41.733578,-72.70204667,18
666528,2845,37.30519098,-79.30781364,46
352316,1191,47.61547913,-122.1951342,7
296509,956,29.70205152,-98.12556632,0
817117,3421,42.35733885,-71.05864763,10
662888,2826,41.5632314,-93.80497623,12
566887,2326,38.896654600000005,-77.1063628,3
593298,2460,31.05508473,-97.45680928,0
989395,4598,39.1980847,-76.78153940000001,3
181980,555,21.28296068,-157.79942,4
853886,3591,29.75655379,-95.36762595,31
559460,2281,37.32089814,-121.9492185,2
509834,1948,32.74921417,-96.83175802,15
59605,216,36.10948432,-115.17173770000001,25
169181,526,40.7229169,-74.00739312,18
763651,3252,42.38865517,-71.11940503,10
907039,4005,30.26528523,-97.74678826,0
621431,2638,36.09346413,-115.17612390000001,25
917934,4141,30.39909487,-97.72474051,0
1041196,4794,41.97628987,-87.90139675,14
93571,327,30.26790958,-97.74931242,0
105981,354,37.79870457,-122.4072969,2
271504,862,38.498717,-90.32979399999999,6
1005753,4669,42.35754498,-71.05842233,10
762085,3245,34.01426287,-118.4945594,48
86873,302,38.88471288,-77.01513711,3
1010358,4684,32.86418523,-96.83621182,15
53383,201,37.79700028,-122.4053655,2
782244,3314,33.94379499,-118.4082028,48
151213,483,29.60711079,-98.59891692,0
321220,1060,37.57849925,-122.34222609999999,2
935425,4279,38.83411955,-97.572259,12
906648,4002,30.42371165,-97.70208120000001,0
489527,1787,33.84713637,-117.98875749999999,48
119250,401,30.25900233,-97.75262475,0
795159,3358,34.07190798,-118.3592963,48
818343,3425,41.90344078,-87.66723408,14
945745,4345,37.34713125,-122.0040375,2
282499,898,37.23015457,-121.9807284,2
932321,4257,37.44654328,-122.16096399999999,2
298742,963,35.19997331,-101.8392062,38
794958,3356,38.89772977,-77.00860262,3
314375,1015,25.79111438,-100.1508294,29
50745,190,40.14031916,-105.117048,9
608748,2581,32.6549158,-117.06490829999998,8
1019634,4730,33.95604193,-83.37563574,20
823856,3440,37.78265833,-122.4063206,2
982818,4560,30.26725434,-97.73944438,0
623203,2645,39.6135322,-104.8962057,9
1005632,4669,37.76711715,-121.9835252,2
342646,1153,36.0342645,-83.8765287,20
270016,854,33.01432908,-97.00175643,15
64448,226,40.79463517,-73.95918846,18
123934,412,33.52680185,-101.8743123,38
355185,1198,30.26469242,-97.75454898,0
142184,460,35.90333845,-78.93270135,28
463920,1663,35.46865445,-97.51714835,32
897775,3934,38.30101209,-122.28725179999999,2
1047763,4806,35.50031679,-97.53464699,32
542918,2193,35.61039953,-106.0311024,38
661303,2821,39.68504334,-89.70426178,6
482187,1766,42.98249493,-81.24483723,19
99793,340,55.90393922,-3.1814617089999997,27
785939,3332,33.929656099999995,-116.9773736,8
132849,443,36.06193195,-94.16026568,49
938095,4286,53.48158489,-2.245845795,45
1043071,4797,32.83608695,-96.75996629999999,15
1001488,4657,32.85990878,-96.65513378,15
346167,1168,35.09160507,-92.44146252,33
174970,537,30.23053133,-97.79850633,0
189518,576,38.98425578,-94.66835259999999,12
284733,905,27.26535595,-80.41432072,11
145437,471,30.29714989,-97.70571559999999,0
389912,1346,37.7825106,-122.4011278,2
195040,585,25.75165272,-80.25493383,11
1036588,4785,51.51244008,-0.139967267,1
804247,3384,47.61366325,-122.32842350000001,7
253068,786,42.35120302,-71.07256428,10
788001,3340,32.73853647,-97.78975701,15
393059,1352,41.93187223,-87.63088107,14
152575,486,30.26712557,-97.74083063,0
659200,2813,38.62645733,-90.3363623,6
681034,2922,40.75639235,-73.98601055,18
1004723,4663,33.87514227,-84.4848719,20
648517,2765,37.89145968,-122.0587429,2
207245,634,37.78821502,-122.43371940000002,2
175836,540,35.97809287,-78.50987990000002,28
740606,3178,28.59370242,-81.36553862,26
64165,225,30.20299412,-97.83774958,0
909931,4057,36.08094492,-115.14684679999999,25
819177,3427,27.95850297,-82.73010039,26
216074,668,34.015123200000005,-118.49561010000001,48
186917,573,42.78264346,-86.10029033,14
898397,3935,32.94065433,-97.13067853,15
1010363,4684,32.8621081,-96.89150622,15
55711,205,21.30101004,-157.855221,4
442186,1542,32.78054305,-96.75756292,15
6376,25,37.7731587,-122.23484409999999,2
507894,1940,38.94547213,-77.44439727,3
809814,3396,30.272215600000003,-97.74525403,0
1040197,4793,42.52047277,-70.89551777,10
887600,3828,29.73987906,-95.40653851,31
619007,2631,42.80376971,-71.06196821,10
250634,779,39.84950188,-104.673872,9
562784,2305,33.91551007,-117.88618149999999,48
662177,2823,45.40986337,-122.5258857,42
727626,3129,40.74239617,-74.00754333,18
370429,1263,40.7590749,-74.41549073,18
109430,363,30.26062406,-97.74707794,0
817313,3422,38.91759978,-77.22229958,3
560313,2289,30.50843633,-97.68717845,0
956758,4435,33.81850177,-84.38859588,20
70056,241,47.60190904,-122.3349094,7
980598,4546,40.12647302,-86.23829842,44
155710,491,32.84190237,-97.59791663,15
449408,1584,37.80018813,-122.4399769,2
454069,1608,28.41833587,-81.57965263,26
558619,2278,29.73283106,-95.47650103,31
727852,3129,47.68209758,-122.37753870000002,7
209849,648,38.94413748,-94.81540037,12
301415,976,43.08927079,-88.07131058,14
890804,3853,30.26733633,-97.74463275,0
802939,3383,30.26434083,-97.76754303,0
217470,676,39.15905826,-84.42256093,44
743380,3192,29.69343923,-96.53708262,31
323850,1075,39.79353027,-76.73089743,3
615520,2615,41.13564767,-96.02750301,12
960718,4467,37.61635606,-122.38615039999999,2
665938,2845,37.30851056,-79.97147903,46
629948,2679,37.79484553,-122.40685049999999,2
416706,1426,35.84029031,-90.67402840000001,33
761430,3245,33.87093222,-118.0599082,48
1030131,4764,30.22359949,-97.79499304,0
144838,469,36.03840269,-115.03074740000001,25
243355,753,37.75974138,-122.2529527,2
59427,216,36.12180487,-115.1760747,25
275008,869,44.91244867,-93.2100141,23
903595,3985,30.26250902,-97.70083463,0
530598,2100,43.44537213,-79.66853953,19
773779,3280,39.09777013,-77.56030487,3
357994,1201,40.49239284,-74.64454651,18
517695,2013,25.70492867,-100.3404223,29
391804,1351,44.2578223,-72.57665497,36
595369,2476,26.1184906,-80.14945865,11
593087,2459,36.05252317,-119.0268865,48
1004543,4663,33.86571338,-84.47119388,20
1018612,4724,32.74994363,-97.35935926,15
625259,2657,29.4236002,-98.49203855,0
629386,2678,44.02314201,-92.46333137,23
689354,2964,40.70673405,-73.99043083,18
391835,1351,43.97658512,-75.94668573,36
750126,3222,32.67849795,-97.39794258,15
991808,4609,30.26360797,-97.73956776,0
346105,1167,33.21438772,-97.14601008,15
169935,531,42.65184994,-78.74583721,19
184297,567,37.11099518,-113.55462620000002,25
564054,2313,35.46672475,-97.51920217,32
840680,3493,29.81506242,-95.54484205,31
265792,842,40.77156612,-73.96796293,18
267312,847,44.49957535,-88.05760567,14
41178,167,50.82822908,-0.137736797,1
892596,3880,27.93284405,-82.32672572,26
222048,687,41.82188948,-72.88084942,18
664048,2835,40.7648739,-111.8494759,22
629840,2679,37.80551075,-122.4568963,2
8219,35,33.13728965,-96.80494242,15
620513,2634,32.66361148,-97.40243604,15
939195,4302,37.78158578,-122.4513035,2
988411,4594,36.29057043,-115.2856889,25
120021,401,30.50955995,-97.68795667,0
797813,3360,30.61468368,-96.33981943,31
235565,728,39.57152451,-104.9901581,9
332240,1108,21.29732151,-157.8410509,4
304130,984,51.52753468,-0.057299040999999995,1
430853,1488,30.387065000000003,-86.466774,40
846657,3539,37.78209172,-122.40089669999999,2
582370,2366,32.78563109,-79.93614825,5
701089,3011,40.76841111,-73.98278117,18
152600,486,30.27106057,-97.73902062,0
968881,4496,28.62050425,-81.30874157,26
593346,2460,29.83691454,-95.47279,31
212246,658,40.75871257,-73.97857547,18
420645,1440,21.30365892,-157.82107109999998,4
986601,4589,51.51188148,-0.224740583,1
567346,2337,30.28112041,-97.74521112,0
1037334,4788,30.26689064,-97.74568588,0
368290,1255,40.77380219,-73.94571304,18
136260,446,37.3718229,-122.0637814,2
470387,1695,32.91495925,-96.97704368,15
341903,1148,33.8898476,-84.47536436,20
355118,1198,30.34451197,-97.74684191,0
52213,193,40.22448766,-105.26889320000001,9
442440,1542,33.19715711,-96.61566854,15
494915,1827,21.30804698,-157.8529143,4
802148,3382,29.94739548,-90.06341815,24
1030721,4767,42.41188462,-71.13841653,10
509760,1948,32.74918045,-96.84244903,15
51827,192,39.00447189,-94.84806329,12
954704,4420,42.36203214,-71.01880074,10
881806,3774,40.9185895,-75.08387603,47
260075,822,41.31124574,-81.81998083,30
868385,3698,40.76304842,-73.99349037,18
1022240,4738,37.4220999,-122.206099,2
123648,412,45.52829882,-122.6810459,42
81627,273,36.09062104,-115.1790011,25
659849,2815,47.68157493,-122.1812753,7
649511,2771,39.86146507,-86.39351632,44
449216,1583,36.02425385,-80.03676605,28
305839,985,38.87811433,-104.8697051,9
32487,135,39.05731715,-94.60507393,12
23473,112,30.26259073,-97.7611405,0
858065,3624,33.02012173,-96.71293865,15
788961,3340,32.82378005,-97.20669472,15
783067,3324,38.794885,-77.012218,3
622410,2638,41.5208928,-88.21754336,14
346659,1174,34.043023100000006,-118.2671571,48
143985,469,36.02552775,-115.0892581,25
901423,3964,46.22298486,-119.19090990000002,35
54262,204,37.77353028,-122.42579779999998,2
147772,472,37.80519482,-122.41191640000001,2
28817,128,37.4247566,-122.2209588,2
1019504,4730,33.77212884,-84.40447426,20
23335,112,30.2615994,-97.7585806,0
435015,1508,41.09545469,-81.54185772,30
188513,576,40.755595899999996,-73.84838104,18
194891,585,25.6996168,-80.2950122,11
899137,3935,33.02646197,-96.84273542,15
800775,3379,32.64961439,-96.86406642,15
122144,406,39.04403687,-94.61889641,12
999141,4640,37.76014978,-122.39728229999999,2
36161,148,30.271556699999998,-97.74275788,0
167886,522,35.21961859,-80.86009713,5
897603,3933,30.29157155,-97.74140238,0
570142,2344,44.88104502,-93.32585348,23
922531,4165,30.24551743,-97.75745268,0
843412,3507,39.50523275,-84.7370553,44
152601,486,30.27055773,-97.74013639,0
966373,4492,30.42094071,-87.24934108,40
104509,350,30.17057298,-97.79831886,0
483725,1766,43.11684614,-81.31051254,19
816232,3416,36.15973069,-115.35115379999999,25
909009,4043,21.29492241,-157.84273269999997,4
1045451,4802,25.79479092,-80.27933121,11
927547,4216,30.27195745,-97.75416882,0
902952,3978,20.62441707,-87.07257317,11
499134,1881,33.98705089999999,-118.4405301,48
726695,3128,37.32140826,-122.03007530000001,2
504944,1923,30.18456523,-81.73519783,26
118191,395,44.17853443,-77.44565582,19
732122,3155,29.74116361,-95.46071606,31
13137,66,30.26910295,-97.74939537,0
827116,3448,45.13742405,-93.27135725,23
325796,1080,33.94316915,-84.51602005,20
602183,2521,38.70135314,-77.22088337,3
152146,486,30.31702548,-97.74959671,0
526030,2056,21.29251242,-157.8004825,4
251978,783,42.91628501,-89.41064358,14
484889,1773,30.03495653,-97.84946322,0
836815,3480,40.73380262,-74.00236333,18
392994,1352,42.45926492,-88.09887335,14
647153,2758,33.72159378,-94.39699448,49
74309,248,39.10211347,-94.58173029999999,12
287966,914,33.79244254,-84.38614726,20
797510,3360,30.61594034,-96.33646219,31
671006,2874,33.66259587,-117.296324,8
60706,218,35.60846762,-97.61968718,32
799607,3372,40.75293422,-73.98886442,18
610787,2592,43.65353107,-79.38049077,19
100105,341,40.21785617,-76.98011756,3
151040,483,30.41122592,-97.67493725,0
855540,3602,37.78460007,-122.3961432,2
1012239,4688,32.95412639,-96.83419618,15
675908,2893,41.97802863,-87.90367126,14
5549,22,40.77086175,-73.95110306,18
848642,3556,37.56010888,-122.2814538,2
447971,1568,35.39184527,-97.54665733,32
913820,4088,38.74466533,-89.68111668,6
817558,3425,41.88399195,-87.62988531,14
913555,4088,38.64480082,-90.26123106,6
263865,836,33.98874887,-118.283272,48
512086,1970,37.7355344,-84.32534313,44
326328,1080,32.04513603,-81.07898543,5
379650,1299,40.42861807,-79.98069454,46
130669,438,30.33794479,-97.80711651,0
957940,4451,39.75619741,-104.99415990000001,9
36020,148,30.31504302,-97.73558736,0
7356,34,37.61635606,-122.38615039999999,2
373119,1269,40.75593723,-73.98595691,18
544315,2198,34.04748118,-117.20818179999999,8
987517,4590,33.30406917,-111.99484129999999,21
889797,3842,30.3496668,-97.71579266,0
270293,856,30.09440662,-91.99558415,24
547609,2211,28.51042837,-81.45994645,26
875404,3750,41.31397784,-81.82957569,30
196143,588,30.257916899999998,-97.7392942,0
103682,347,33.68379235,-116.2365639,8
884677,3813,28.35698249,-81.55898631,26
675891,2893,32.89746165,-97.04034805,15
393827,1353,45.060563,-93.14445019,23
629502,2679,37.77674434,-122.3878777,2
587300,2404,33.9065206,-118.3951561,48
94629,331,37.78208662,-122.4006128,2
260742,825,29.9958728,-95.576029,31
578458,2361,39.61198295,-76.00904937,47
323811,1075,40.02608019,-76.52923822,47
849185,3559,32.8125675,-96.75406381,15
796814,3360,32.60229638,-96.94279453,15
963622,4485,48.43068295,-123.34489609999999,7
587752,2407,34.06579477,-83.98514855,20
993170,4617,35.65408819,-97.54840136,32
223474,688,42.09185205,-72.61823313,10
332897,1108,21.45351548,-158.0064842,4
500221,1893,41.82213693,-71.41635879,10
129019,434,30.27968287,-97.7418208,0
94338,329,39.18914343,-75.538487,47
1737,2,37.83841718,-122.2615877,2
841861,3500,37.76167087,-122.4350255,2
57994,211,30.26529449,-97.73923516,0
183259,560,32.91442137,-96.96147223,15
441485,1539,30.27392123,-97.74067283,0
361176,1216,39.27994608,-76.57741953,3
583300,2374,37.33611,-122.0156301,2
739079,3167,33.60672265,-112.35718419999999,21
180110,551,32.75053185,-97.35769641,15
